provider_id,hospital_name,city,state,zip_code,hospital_type,hospital_ownership,hospital_overall_rating,patient_experience_national_comparison,address,Latitudes,Longitudes
450347,HUNTSVILLE MEMORIAL HOSPITAL,HUNTSVILLE,TX,77340,Acute Care Hospitals,Voluntary non-profit - Private,2,Below the national average,"110 MEMORIAL HOSPITAL DRIVE
HUNTSVILLE, TX
",30.69849, -95.55799
450147,DETAR HEALTHCARE SYSTEM,VICTORIA,TX,77902,Acute Care Hospitals,Proprietary,3,Same as the national average,"506 E SAN ANTONIO ST
VICTORIA, TX
",28.807549, -97.00021
520096,WHEATON FRANCISCAN HEALTHCARE ALL SAINTS,RACINE,WI,53405,Acute Care Hospitals,Voluntary non-profit - Church,3,Same as the national average,"3801 SPRING ST
RACINE, WI
",42.733346, -87.825173
450108,CONNALLY MEMORIAL MEDICAL CENTER,FLORESVILLE,TX,78114,Acute Care Hospitals,Government - Hospital District or Authority,3,Same as the national average,"499 10TH STREET
FLORESVILLE, TX
",29.159429, -98.173205
450563,BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE,GRAPEVINE,TX,76051,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"1650 W COLLEGE ST
GRAPEVINE, TX
",32.9356, -97.093897
490140,"STAFFORD HOSPITAL, LLC",STAFFORD,VA,22554,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"101 HOSPITAL CENTER BOULEVARD
STAFFORD, VA
",38.413924, -77.408606
450299,COLLEGE STATION MEDICAL CENTER,COLLEGE STATION,TX,77842,Acute Care Hospitals,Proprietary,3,Above the national average,"1604 ROCK PRAIRIE ROAD
COLLEGE STATION, TX
",30.582626, -96.291014
450749,EAST TEXAS MEDICAL CENTER TRINITY,TRINITY,TX,75862,Acute Care Hospitals,Voluntary non-profit - Private,3,Not Available,"317 PROSPECT DR/PO BOX 3169
TRINITY, TX
",30.956727, -95.381622
490101,INOVA FAIR OAKS HOSPITAL,FAIRFAX,VA,22033,Acute Care Hospitals,Voluntary non-profit - Other,4,Above the national average,"3600 JOSEPH SIEWICK DRIVE
FAIRFAX, VA
",38.882234, -77.382499
450754,HAMILTON GENERAL HOSPITAL,HAMILTON,TX,76531,Acute Care Hospitals,Government - Hospital District or Authority,4,Above the national average,"400 N BROWN, BUILDING 1
HAMILTON, TX
",31.703852, -98.113462
490130,RIVERSIDE WALTER REED HOSPITAL,GLOUCESTER,VA,23061,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"7519 HOSPITAL ROAD
GLOUCESTER, VA
",37.419475, -76.54318
450128,KNAPP MEDICAL CENTER,WESLACO,TX,78596,Acute Care Hospitals,Voluntary non-profit - Private,4,Below the national average,"1401 EAST EIGHT STREET
WESLACO, TX
",26.151972, -97.977581
450716,CYPRESS FAIRBANKS MEDICAL CENTER,HOUSTON,TX,77065,Acute Care Hospitals,Proprietary,2,Below the national average,"10655 STEEPLETOP DRIVE
HOUSTON, TX
",29.927032, -95.588567
520098,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,MADISON,WI,53792,Acute Care Hospitals,Government - Hospital District or Authority,4,Above the national average,"600 HIGHLAND AVENUE
MADISON, WI
",43.077218, -89.429063
500008,UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,WA,98195,Acute Care Hospitals,Government - State,5,Above the national average,"1959 NE PACIFIC ST BOX 356151
SEATTLE, WA
",47.650506, -122.307482
450119,SOUTH TEXAS HEALTH SYSTEM,EDINBURG,TX,78539,Acute Care Hospitals,Proprietary,3,Below the national average,"1102 W TRENTON ROAD
EDINBURG, TX
",26.263016, -98.180693
520160,THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC,APPLETON,WI,54911,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"1818 N MEADE ST
APPLETON, WI
",44.278772, -88.395612
490066,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,WILLIAMSBURG,VA,23188,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"100 SENTARA CIRCLE
WILLIAMSBURG, VA
",37.335033, -76.742161
451377,REEVES COUNTY HOSPITAL DISTRICT,PECOS,TX,79772,Critical Access Hospitals,Government - Local,2,Not Available,"2323 TEXAS STREET
PECOS, TX
",31.401575, -103.512831
450196,PARIS REGIONAL MEDICAL CENTER,PARIS,TX,75460,Acute Care Hospitals,Proprietary,3,Below the national average,"820 CLARKSVILLE ST
PARIS, TX
",33.66039, -95.547478
450431,ST DAVID'S MEDICAL CENTER,AUSTIN,TX,78705,Acute Care Hospitals,Voluntary non-profit - Other,5,Above the national average,"919 E 32ND ST
AUSTIN, TX
",30.290447, -97.72587
500077,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,WA,99208,Acute Care Hospitals,Voluntary non-profit - Church,3,Same as the national average,"5633 NORTH LIDGERWOOD
SPOKANE, WA
",47.709751, -117.405904
450634,DENTON REGIONAL MEDICAL CENTER,DENTON,TX,76210,Acute Care Hospitals,Proprietary,3,Same as the national average,"3535 SOUTH I35 EAST
DENTON, TX
",33.176831, -97.094019
490088,BEDFORD MEMORIAL HOSPITAL,BEDFORD,VA,24523,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"1613 OAKWOOD STREET
BEDFORD, VA
",37.351563, -79.516415
450271,WISE REGIONAL HEALTH SYSTEM,DECATUR,TX,76234,Acute Care Hospitals,Government - Hospital District or Authority,3,Same as the national average,"609 MEDICAL CENTER DRIVE
DECATUR, TX
",33.218404, -97.594987
450661,ODESSA REGIONAL MEDICAL CENTER,ODESSA,TX,79761,Acute Care Hospitals,Proprietary,3,Below the national average,"520 E 6TH STREET
ODESSA, TX
",31.851458, -102.366027
490053,JOHNSTON MEMORIAL HOSPITAL,ABINGDON,VA,24211,Acute Care Hospitals,Voluntary non-profit - Private,3,Below the national average,"16000 JOHNSTON MEMORIAL DRIVE
ABINGDON, VA
",36.72067, -81.90856
450144,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,ANDREWS,TX,79714,Acute Care Hospitals,Government - Hospital District or Authority,3,Same as the national average,"720 HOSPITAL DRIVE
ANDREWS, TX
",32.337424, -102.546866
500014,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,WA,98201,Acute Care Hospitals,Voluntary non-profit - Church,3,Same as the national average,"1321 COLBY AVENUE
EVERETT, WA
",48.000086, -122.207979
460004,MCKAY DEE HOSPITAL,OGDEN,UT,84403,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"4401 HARRISON BOULEVARD
OGDEN, UT
",41.182779, -111.949117
531312,WEST PARK HOSPITAL DISTRICT,CODY,WY,82414,Critical Access Hospitals,Government - Hospital District or Authority,4,Above the national average,"707 SHERIDAN AVENUE
CODY, WY
",44.526025, -109.073577
521351,REEDSBURG AREA MEDICAL CENTER,REEDSBURG,WI,53959,Critical Access Hospitals,Voluntary non-profit - Private,3,Above the national average,"2000 N DEWEY AVE
REEDSBURG, WI
",43.549287, -89.994548
450419,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,AZLE,TX,76020,Acute Care Hospitals,Voluntary non-profit - Church,4,Above the national average,"108 DENVER TRAIL
AZLE, TX
",32.881196, -97.533769
520028,THE MONROE CLINIC,MONROE,WI,53566,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"2005 5TH STREET
MONROE, WI
",42.607807, -89.634574
490021,"CENTRA  HEALTH, INC",LYNCHBURG,VA,24501,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"1901 TATE SPRINGS ROAD
LYNCHBURG, VA
",37.416648, -79.169753
500001,NORTHWEST HOSPITAL,SEATTLE,WA,98133,Acute Care Hospitals,Voluntary non-profit - Other,4,Above the national average,"1550 NORTH 115TH STREET
SEATTLE, WA
",47.712263, -122.33598
451367,EAST TEXAS MEDICAL CENTER PITTSBURG,PITTSBURG,TX,75686,Critical Access Hospitals,Voluntary non-profit - Other,4,Above the national average,"2701 US HWY 271 N
PITTSBURG, TX
",33.02843, -94.962966
460030,ASHLEY REGIONAL MEDICAL CENTER,VERNAL,UT,84078,Acute Care Hospitals,Proprietary,3,Same as the national average,"150 WEST 100 NORTH
VERNAL, UT
",40.45779, -109.530464
451356,MEMORIAL MEDICAL CENTER,PORT LAVACA,TX,77979,Critical Access Hospitals,Government - Local,4,Above the national average,"815 N VIRGINIA STREET
PORT LAVACA, TX
",28.620912, -96.631537
490098,"COMMUNITY MEMORIAL HEALTHCENTER, INC",SOUTH HILL,VA,23970,Acute Care Hospitals,Voluntary non-profit - Private,3,Below the national average,"125 BUENA VISTA CIRCLE
SOUTH HILL, VA
",36.734491, -78.133439
451369,GOLDEN PLAINS COMMUNITY HOSPITAL,BORGER,TX,79007,Critical Access Hospitals,Proprietary,3,Same as the national average,"100 MEDICAL DRIVE
BORGER, TX
",35.653834, -101.409041
490019,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,CULPEPER,VA,22701,Acute Care Hospitals,Voluntary non-profit - Other,2,Same as the national average,"501 SUNSET LANE
CULPEPER, VA
",38.454848, -78.011305
520088,ST AGNES HOSPITAL,FOND DU LAC,WI,54935,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"430 E DIVISION ST
FOND DU LAC, WI
",43.778691, -88.431179
500031,GRAYS HARBOR COMMUNITY HOSPITAL,ABERDEEN,WA,98520,Acute Care Hospitals,Voluntary non-profit - Private,2,Below the national average,"915 ANDERSON DRIVE
ABERDEEN, WA
",46.9796, -123.846387
500088,VALLEY MEDICAL CENTER,RENTON,WA,98055,Acute Care Hospitals,Government - Hospital District or Authority,3,Same as the national average,"400 S 43RD ST
RENTON, WA
",47.441094, -122.214251
490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,RICHMOND,VA,23298,Acute Care Hospitals,Government - Hospital District or Authority,3,Same as the national average,"1250 EAST MARSHALL STREET - BOX 980510
RICHMOND, VA
",37.539735, -77.429852
490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,FREDERICKSBURG,VA,22408,Acute Care Hospitals,Proprietary,3,Below the national average,"4600 SPOTSYLVANIA PARKWAY
FREDERICKSBURG, VA
",38.219496, -77.49645
450330,OAKBEND MEDICAL CENTER,RICHMOND,TX,77469,Acute Care Hospitals,Government - Hospital District or Authority,3,Below the national average,"1705 JACKSON ST
RICHMOND, TX
",29.577713, -95.771297
530015,ST JOHNS MEDICAL CENTER,JACKSON,WY,83001,Acute Care Hospitals,Government - Hospital District or Authority,4,Above the national average,"625 EAST BROADWAY
JACKSON, WY
",43.479695, -110.749986
490038,SMYTH COUNTY COMMUNITY HOSPITAL,MARION,VA,24354,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"245 MEDICAL PARK DRIVE
MARION, VA
",36.850466, -81.489801
460051,JORDAN VALLEY MEDICAL CENTER,WEST JORDAN,UT,84088,Acute Care Hospitals,Voluntary non-profit - Other,3,Below the national average,"3580 WEST 9000 SOUTH
WEST JORDAN, UT
",40.587953, -111.975286
450154,VAL VERDE REGIONAL MEDICAL CENTER,DEL RIO,TX,78840,Acute Care Hospitals,Government - Hospital District or Authority,3,Same as the national average,"801 BEDELL AVE
DEL RIO, TX
",29.374425, -100.893034
450803,DOCTORS HOSPITAL TIDWELL,HOUSTON,TX,77091,Acute Care Hospitals,Physician,2,Below the national average,"510 W TIDWELL
HOUSTON, TX
",29.847222, -95.407991
450211,CHI ST LUKES HEALTH MEMORIAL LUFKIN,LUFKIN,TX,75901,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"1201 WEST FRANK STREET
LUFKIN, TX
",31.337324, -94.742481
470011,BRATTLEBORO MEMORIAL HOSPITAL,BRATTLEBORO,VT,05301,Acute Care Hospitals,Voluntary non-profit - Private,4,Same as the national average,"17 BELMONT AVE
BRATTLEBORO, VT
",42.842084, -72.56472
450867,SETON NORTHWEST HOSPITAL,AUSTIN,TX,78759,Acute Care Hospitals,Voluntary non-profit - Private,4,Same as the national average,"11113 RESEARCH BOULEVARD
AUSTIN, TX
",30.40482, -97.74501
460013,MOUNTAIN VIEW HOSPITAL,PAYSON,UT,84651,Acute Care Hospitals,Proprietary,3,Same as the national average,"1000 EAST 100 NORTH
PAYSON, UT
",40.044633, -111.715257
450178,PECOS COUNTY MEMORIAL HOSPITAL,FORT STOCKTON,TX,79735,Acute Care Hospitals,Government - Local,3,Same as the national average,"387 WEST I 10
FORT STOCKTON, TX
",30.906409, -102.882351
451371,SETON EDGAR B DAVIS HOSPITAL,LULING,TX,78648,Critical Access Hospitals,Government - Federal,3,Not Available,"130 HAYS STREET
LULING, TX
",29.67253, -97.654254
450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,FORT WORTH,TX,76132,Acute Care Hospitals,Voluntary non-profit - Private,5,Above the national average,"6100 HARRIS PKWY
FORT WORTH, TX
",32.658595, -97.419671
450672,PLAZA MEDICAL CENTER OF FORT WORTH,FORT WORTH,TX,76104,Acute Care Hospitals,Proprietary,3,Same as the national average,"900 EIGHTH AVENUE
FORT WORTH, TX
",32.735481, -97.343704
450833,ENNIS REGIONAL MEDICAL CENTER,ENNIS,TX,75119,Acute Care Hospitals,Proprietary,3,Same as the national average,"2201 WEST LAMPASAS STREET
ENNIS, TX
",32.308554, -96.642
471303,NORTHEASTERN VERMONT REGIONAL HOSPITAL,SAINT JOHNSBURY,VT,05819,Critical Access Hospitals,Voluntary non-profit - Private,3,Same as the national average,"1315 HOSPITAL DRIVE
SAINT JOHNSBURY, VT
",44.445262, -72.009516
490046,SENTARA LEIGH HOSPITAL,NORFOLK,VA,23502,Acute Care Hospitals,Voluntary non-profit - Other,4,Above the national average,"830 KEMPSVILLE ROAD
NORFOLK, VA
",36.850592, -76.191695
470005,RUTLAND REGIONAL MEDICAL CENTER,RUTLAND,VT,05701,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"160 ALLEN ST
RUTLAND, VT
",43.599188, -72.956195
490115,TWIN COUNTY REGIONAL HOSPITAL,GALAX,VA,24333,Acute Care Hospitals,Voluntary non-profit - Private,2,Below the national average,"200 HOSPITAL DRIVE
GALAX, VA
",36.671813, -80.923814
460023,AMERICAN FORK HOSPITAL,AMERICAN FORK,UT,84003,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"170 NORTH 1100 EAST
AMERICAN FORK, UT
",40.380458, -111.769094
490013,SENTARA HALIFAX REGIONAL HOSPITAL,SOUTH BOSTON,VA,24592,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"2204 WILBORN AVENUE
SOUTH BOSTON, VA
",36.713485, -78.913198
450670,TOMBALL REGIONAL MEDICAL CENTER,TOMBALL,TX,77375,Acute Care Hospitals,Proprietary,3,Below the national average,"605 HOLDERRIETH
TOMBALL, TX
",30.088703, -95.623985
450747,PALESTINE REGIONAL MEDICAL CENTER,PALESTINE,TX,75801,Acute Care Hospitals,Proprietary,3,Below the national average,"2900 S LOOP 256
PALESTINE, TX
",31.733374, -95.625307
450451,GLEN ROSE MEDICAL CENTER,GLEN ROSE,TX,76043,Acute Care Hospitals,Government - Hospital District or Authority,4,Not Available,"1021 HOLDEN STREET
GLEN ROSE, TX
",32.24203, -97.7454
450137,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,FORT WORTH,TX,76104,Acute Care Hospitals,Voluntary non-profit - Private,4,Same as the national average,"1400 EIGHTH AVE
FORT WORTH, TX
",32.730288, -97.343729
490020,JOHN RANDOLPH MEDICAL CENTER,HOPEWELL,VA,23860,Acute Care Hospitals,Proprietary,2,Below the national average,"411 WEST RANDOLPH ROAD
HOPEWELL, VA
",37.307065, -77.291491
450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,DENTON,TX,76201,Acute Care Hospitals,Voluntary non-profit - Private,4,Same as the national average,"3000 N I-35
DENTON, TX
",33.215899, -97.168409
450469,WILSON N JONES REGIONAL MEDICAL CENTER,SHERMAN,TX,75091,Acute Care Hospitals,Proprietary,3,Below the national average,"500 N HIGHLAND AVENUE
SHERMAN, TX
",33.637697, -96.62348
450292,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,KAUFMAN,TX,75142,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"850 ED HALL
KAUFMAN, TX
",32.591127, -96.317363
520075,ST VINCENT HOSPITAL,GREEN BAY,WI,54301,Acute Care Hospitals,Voluntary non-profit - Church,2,Above the national average,"835 S VAN BUREN ST
GREEN BAY, WI
",44.501039, -88.013175
460021,DIXIE REGIONAL MEDICAL CENTER,ST GEORGE,UT,84790,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT
",37.09985, -113.55333
500064,HARBORVIEW MEDICAL CENTER,SEATTLE,WA,98104,Acute Care Hospitals,Government - Local,2,Below the national average,"325 9TH AVENUE
SEATTLE, WA
",47.604084, -122.323372
500033,SAMARITAN HOSPITAL,MOSES LAKE,WA,98837,Acute Care Hospitals,Government - Hospital District or Authority,3,Same as the national average,"801 EAST WHEELER ROAD
MOSES LAKE, WA
",47.131115, -119.264735
490111,WYTHE COUNTY COMMUNITY HOSPITAL,WYTHEVILLE,VA,24382,Acute Care Hospitals,Proprietary,3,Same as the national average,"600 WEST RIDGE ROAD
WYTHEVILLE, VA
",36.953297, -81.095069
460001,UTAH VALLEY HOSPITAL,PROVO,UT,84604,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"1034 NORTH 500 WEST
PROVO, UT
",40.248084, -111.667383
460005,OGDEN REGIONAL MEDICAL CENTER,OGDEN,UT,84405,Acute Care Hospitals,Proprietary,3,Below the national average,"5475 SOUTH 500 EAST
OGDEN, UT
",41.163502, -111.96862
450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,PLANO,TX,75093,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"6200 W PARKER RD
PLANO, TX
",33.045125, -96.837073
460042,LAKEVIEW HOSPITAL,BOUNTIFUL,UT,84010,Acute Care Hospitals,Proprietary,4,Above the national average,"630 EAST MEDICAL DRIVE
BOUNTIFUL, UT
",40.886817, -111.868503
490052,RIVERSIDE REGIONAL MEDICAL CENTER,NEWPORT NEWS,VA,23601,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"500 J CLYDE MORRIS BLVD
NEWPORT NEWS, VA
",37.06389, -76.4854
490077,MARTHA JEFFERSON HOSPITAL,CHARLOTTESVILLE,VA,22911,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"500 MARTHA JEFFERSON DRIVE
CHARLOTTESVILLE, VA
",38.025106, -78.444855
460026,SEVIER VALLEY MEDICAL CENTER,RICHFIELD,UT,84701,Acute Care Hospitals,Voluntary non-profit - Private,4,Same as the national average,"1000 NORTH MAIN STREET
RICHFIELD, UT
",38.783275, -112.084663
450508,MEMORIAL HOSPITAL,NACOGDOCHES,TX,75961,Acute Care Hospitals,Government - Hospital District or Authority,3,Same as the national average,"1204 MOUND ST
NACOGDOCHES, TX
",31.612411, -94.649469
450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,AUSTIN,TX,78704,Acute Care Hospitals,Proprietary,4,Above the national average,"901 WEST BEN WHITE BLVD
AUSTIN, TX
",30.227308, -97.773944
490090,"SOUTHSIDE COMMUNITY HOSPITAL, INC",FARMVILLE,VA,23901,Acute Care Hospitals,Voluntary non-profit - Other,3,Same as the national average,"800 OAK STREET
FARMVILLE, VA
",37.303317, -78.403058
450638,HOUSTON NORTHWEST MEDICAL CENTER,HOUSTON,TX,77090,Acute Care Hospitals,Proprietary,2,Below the national average,"710 CYPRESS CREEK PARKWAY
HOUSTON, TX
",30.018099, -95.439796
510030,DAVIS MEDICAL CENTER,ELKINS,WV,26241,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"812 GORMAN AVENUE
ELKINS, WV
",38.928159, -79.853154
490063,INOVA FAIRFAX HOSPITAL,FALLS CHURCH,VA,22042,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"3300 GALLOWS ROAD
FALLS CHURCH, VA
",38.857674, -77.225833
450651,MEDICAL CENTER OF PLANO,PLANO,TX,75075,Acute Care Hospitals,Proprietary,3,Same as the national average,"3901 W 15TH ST
PLANO, TX
",33.019359, -96.765906
500021,ST CLARE HOSPITAL,LAKEWOOD,WA,98499,Acute Care Hospitals,Voluntary non-profit - Church,3,Below the national average,"11315 BRIDGEPORT WAY S W
LAKEWOOD, WA
",47.154213, -122.504495
500079,MULTICARE GOOD SAMARITAN HOSPITAL,PUYALLUP,WA,98372,Acute Care Hospitals,Voluntary non-profit - Private,3,Below the national average,"401 15TH AVENUE SE
PUYALLUP, WA
",47.177411, -122.289468
490005,WINCHESTER MEDICAL CENTER,WINCHESTER,VA,22601,Acute Care Hospitals,Voluntary non-profit - Private,3,Below the national average,"1840 AMHERST ST
WINCHESTER, VA
",39.191603, -78.193054
490097,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,EMPORIA,VA,23847,Acute Care Hospitals,Proprietary,2,Below the national average,"727 NORTH MAIN STREET
EMPORIA, VA
",36.701568, -77.535985
450253,BELLVILLE GENERAL HOSPITAL,BELLVILLE,TX,77418,Acute Care Hospitals,Proprietary,3,Not Available,"44 N CUMMINGS
BELLVILLE, TX
",29.952265, -96.260747
460052,TIMPANOGOS REGIONAL HOSPITAL,OREM,UT,84057,Acute Care Hospitals,Proprietary,4,Above the national average,"750 WEST 800 NORTH
OREM, UT
",40.312064, -111.714498
451346,YOAKUM COMMUNITY HOSPITAL,YOAKUM,TX,77995,Critical Access Hospitals,Voluntary non-profit - Private,4,Above the national average,"1200 CARL RAMERT DRIVE
YOAKUM, TX
",29.306533, -97.130204
490118,HENRICO DOCTORS' HOSPITAL,RICHMOND,VA,23229,Acute Care Hospitals,Voluntary non-profit - Other,4,Above the national average,"1602 SKIPWITH ROAD
RICHMOND, VA
",37.604045, -77.537717
451306,KIMBLE HOSPITAL,JUNCTION,TX,76849,Critical Access Hospitals,Government - Hospital District or Authority,3,Not Available,"349 REID ROAD
JUNCTION, TX
",30.499194, -99.780254
450862,ST LUKE'S THE WOODLANDS HOSPITAL,THE WOODLANDS,TX,77384,Acute Care Hospitals,Voluntary non-profit - Private,2,Below the national average,"17200 ST LUKE'S WAY
THE WOODLANDS, TX
",30.20566, -95.460773
491305,SHENANDOAH MEMORIAL HOSPITAL,WOODSTOCK,VA,22664,Critical Access Hospitals,Voluntary non-profit - Private,4,Same as the national average,"759 SOUTH MAIN STREET
WOODSTOCK, VA
",38.871586, -78.513936
500015,MULTICARE AUBURN MEDICAL CENTER,AUBURN,WA,98001,Acute Care Hospitals,Voluntary non-profit - Private,2,Below the national average,"202 NORTH DIVISION STREET PLAZA ONE
AUBURN, WA
",47.309153, -122.229833
500108,ST JOSEPH MEDICAL CENTER,TACOMA,WA,98405,Acute Care Hospitals,Voluntary non-profit - Church,3,Same as the national average,"1717 SOUTH J STREET
TACOMA, WA
",47.245469, -122.448757
490007,SENTARA NORFOLK GENERAL HOSPITAL,NORFOLK,VA,23507,Acute Care Hospitals,Voluntary non-profit - Other,3,Above the national average,"600 GRESHAM DR
NORFOLK, VA
",36.859728, -76.30482
450194,EAST TEXAS MEDICAL CENTER JACKSONVILLE,JACKSONVILLE,TX,75766,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"501 S RAGSDALE
JACKSONVILLE, TX
",31.96124, -95.270449
450400,PARKVIEW REGIONAL HOSPITAL,MEXIA,TX,76667,Acute Care Hospitals,Proprietary,3,Not Available,"600 SOUTH BONHAM STREET
MEXIA, TX
",31.675059, -96.480013
450346,BAPTIST BEAUMONT HOSPITAL,BEAUMONT,TX,77701,Acute Care Hospitals,Voluntary non-profit - Private,3,Below the national average,"3080 COLLEGE STREET
BEAUMONT, TX
",30.068473, -94.120255
450203,WEATHERFORD REGIONAL MEDICAL CENTER,WEATHERFORD,TX,76086,Acute Care Hospitals,Proprietary,4,Same as the national average,"713 E ANDERSON ST
WEATHERFORD, TX
",32.747472, -97.785369
490060,CLINCH VALLEY MEDICAL CENTER,RICHLANDS,VA,24641,Acute Care Hospitals,Proprietary,4,Same as the national average,"6801 GOVERNOR GC PERRY HIGHWAY
RICHLANDS, VA
",37.093978, -81.819444
500148,CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS,WENATCHEE,WA,98801,Acute Care Hospitals,Voluntary non-profit - Private,3,Not Available,"820 NORTH CHELAN AVENUE
WENATCHEE, WA
",47.433566, -120.321983
450597,CUERO COMMUNITY HOSPITAL,CUERO,TX,77954,Acute Care Hospitals,Government - Hospital District or Authority,4,Above the national average,"2550 N ESPLANADE
CUERO, TX
",29.112495, -97.281693
450801,CHRISTUS ST MICHAEL HEALTH SYSTEM,TEXARKANA,TX,75504,Acute Care Hospitals,Voluntary non-profit - Church,3,Above the national average,"2600 ST MICHAEL DR
TEXARKANA, TX
",33.46249, -94.074448
520138,AURORA ST LUKES MEDICAL CENTER,MILWAUKEE,WI,53215,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"2900 W OKLAHOMA AVE
MILWAUKEE, WI
",42.988612, -87.949346
450447,NAVARRO REGIONAL HOSPITAL,CORSICANA,TX,75110,Acute Care Hospitals,Voluntary non-profit - Other,2,Below the national average,"3201 WEST HIGHWAY 22
CORSICANA, TX
",32.085083, -96.503582
450187,SCOTT & WHITE HOSPITAL BRENHAM,BRENHAM,TX,77833,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"700 MEDICAL PARKWAY
BRENHAM, TX
",30.145082, -96.398937
450372,BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,WAXAHACHIE,TX,75165,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"2400 N INTERSTATE HIGHWAY 35E
WAXAHACHIE, TX
",32.429622, -96.859736
450229,HENDRICK MEDICAL CENTER,ABILENE,TX,79601,Acute Care Hospitals,Voluntary non-profit - Private,4,Same as the national average,"1900 PINE
ABILENE, TX
",32.471553, -99.73118
520034,AURORA MEDICAL CTR MANITOWOC COUNTY,TWO RIVERS,WI,54241,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"5000 MEMORIAL DRIVE
TWO RIVERS, WI
",44.125862, -87.615137
450539,COVENANT HOSPITAL PLAINVIEW,PLAINVIEW,TX,79072,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"2601 DIMMITT RD
PLAINVIEW, TX
",34.207214, -101.731626
450855,HARLINGEN MEDICAL CENTER,HARLINGEN,TX,78550,Acute Care Hospitals,Proprietary,4,Same as the national average,"5501 SOUTH EXPRESSWAY 77
HARLINGEN, TX
",26.157323, -97.676968
471305,COPLEY HOSPITAL,MORRISVILLE,VT,05661,Critical Access Hospitals,Voluntary non-profit - Private,3,Above the national average,"528 WASHINGTON HIGHWAY
MORRISVILLE, VT
",44.554192, -72.591349
450135,TEXAS HEALTH HARRIS METHODIST FORT WORTH,FORT WORTH,TX,76104,Acute Care Hospitals,Voluntary non-profit - Church,3,Above the national average,"1301 PENNSYLVANIA AVENUE
FORT WORTH, TX
",32.73848, -97.339313
490067,SOUTHSIDE REGIONAL MEDICAL CENTER,PETERSBURG,VA,23805,Acute Care Hospitals,Proprietary,2,Below the national average,"200 MEDICAL PARK BOULEVARD
PETERSBURG, VA
",37.183654, -77.361466
450804,TEXAS ORTHOPEDIC HOSPITAL,HOUSTON,TX,77030,Acute Care Hospitals,Voluntary non-profit - Other,5,Above the national average,"7401 SOUTH MAIN STREET
HOUSTON, TX
",29.700315, -95.409675
